id;nombre;apellido;telefono;direccion;edad;SQL
495;Nonna;Broyd;4089752293;Reindahl;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (495, 'Nonna', 'Broyd', '4089752293', 'Reindahl', 31);"
496;Anabella;Olenov;8344120123;Merry;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (496, 'Anabella', 'Olenov', '8344120123', 'Merry', 62);"
497;Simone;Levane;3288393247;Birchwood;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (497, 'Simone', 'Levane', '3288393247', 'Birchwood', 40);"
498;Robbert;Frost;2487150933;Fuller;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (498, 'Robbert', 'Frost', '2487150933', 'Fuller', 43);"
499;Jourdain;Boutellier;1865486974;Nobel;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (499, 'Jourdain', 'Boutellier', '1865486974', 'Nobel', 51);"
500;Thor;Akister;6179794971;Sachs;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (500, 'Thor', 'Akister', '6179794971', 'Sachs', 34);"
501;Elijah;Keems;8122174623;Prairieview;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (501, 'Elijah', 'Keems', '8122174623', 'Prairieview', 23);"
502;Brennen;Frame;5138324045;High Crossing;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (502, 'Brennen', 'Frame', '5138324045', 'High Crossing', 33);"
503;Edie;Romao;1098198381;Summit;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (503, 'Edie', 'Romao', '1098198381', 'Summit', 59);"
504;Millisent;Fero;9345249870;Troy;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (504, 'Millisent', 'Fero', '9345249870', 'Troy', 47);"
505;Rena;Ansett;4339634654;Bonner;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (505, 'Rena', 'Ansett', '4339634654', 'Bonner', 25);"
506;Berte;Alfonsini;6552051646;Russell;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (506, 'Berte', 'Alfonsini', '6552051646', 'Russell', 70);"
507;Stan;Wheway;2003418642;Algoma;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (507, 'Stan', 'Wheway', '2003418642', 'Algoma', 27);"
508;Brander;Libermore;1515988889;Lighthouse Bay;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (508, 'Brander', 'Libermore', '1515988889', 'Lighthouse Bay', 62);"
509;Tandi;Pindar;1048678392;Harper;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (509, 'Tandi', 'Pindar', '1048678392', 'Harper', 70);"
510;Jobina;Gurton;8297942481;Derek;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (510, 'Jobina', 'Gurton', '8297942481', 'Derek', 59);"
511;Roselle;Sperling;7179850550;Dunning;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (511, 'Roselle', 'Sperling', '7179850550', 'Dunning', 37);"
512;Aurelia;Kennelly;3057793959;Prentice;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (512, 'Aurelia', 'Kennelly', '3057793959', 'Prentice', 44);"
513;Ephrem;MacCostye;8878530866;Buell;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (513, 'Ephrem', 'MacCostye', '8878530866', 'Buell', 60);"
514;Wynn;Edmundson;4001627473;Sherman;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (514, 'Wynn', 'Edmundson', '4001627473', 'Sherman', 63);"
515;Oby;Matusiak;2754368857;Union;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (515, 'Oby', 'Matusiak', '2754368857', 'Union', 33);"
516;Lindon;Coleyshaw;4725350705;Arkansas;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (516, 'Lindon', 'Coleyshaw', '4725350705', 'Arkansas', 26);"
517;Nomi;Mallebone;3323904246;Northport;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (517, 'Nomi', 'Mallebone', '3323904246', 'Northport', 24);"
518;Tann;Cornill;1987382967;Del Sol;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (518, 'Tann', 'Cornill', '1987382967', 'Del Sol', 32);"
519;Catie;Scullard;8713910638;Ramsey;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (519, 'Catie', 'Scullard', '8713910638', 'Ramsey', 54);"
520;Antonia;McEvilly;9419521492;Shasta;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (520, 'Antonia', 'McEvilly', '9419521492', 'Shasta', 64);"
521;Elenore;Prinnett;4933680055;Haas;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (521, 'Elenore', 'Prinnett', '4933680055', 'Haas', 35);"
522;Mallory;Zoephel;8671203540;Coolidge;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (522, 'Mallory', 'Zoephel', '8671203540', 'Coolidge', 34);"
523;Teodorico;O Bradden;6786800087;Aberg;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (523, 'Teodorico', 'O Bradden', '6786800087', 'Aberg', 65);"
524;Gae;Blandamere;1697530569;Granby;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (524, 'Gae', 'Blandamere', '1697530569', 'Granby', 55);"
525;Noni;Anscott;2148370709;Norway Maple;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (525, 'Noni', 'Anscott', '2148370709', 'Norway Maple', 43);"
526;Thea;Powdrell;9666026317;Cardinal;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (526, 'Thea', 'Powdrell', '9666026317', 'Cardinal', 37);"
527;Archie;Murch;9134346372;Butternut;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (527, 'Archie', 'Murch', '9134346372', 'Butternut', 63);"
528;Petronille;Cogley;3008141364;Delaware;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (528, 'Petronille', 'Cogley', '3008141364', 'Delaware', 66);"
529;Andrey;Giovannini;7611039952;Melvin;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (529, 'Andrey', 'Giovannini', '7611039952', 'Melvin', 50);"
530;Reine;Nizard;1986110623;Birchwood;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (530, 'Reine', 'Nizard', '1986110623', 'Birchwood', 63);"
531;Bobinette;Wreakes;8206911876;Service;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (531, 'Bobinette', 'Wreakes', '8206911876', 'Service', 46);"
532;Odille;Bigglestone;1991517959;Hoffman;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (532, 'Odille', 'Bigglestone', '1991517959', 'Hoffman', 32);"
533;Kip;Trinke;7435048020;Morningstar;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (533, 'Kip', 'Trinke', '7435048020', 'Morningstar', 36);"
534;Isac;Potapczuk;7805612972;Morrow;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (534, 'Isac', 'Potapczuk', '7805612972', 'Morrow', 54);"
535;Lawry;Simenon;3088571000;Merry;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (535, 'Lawry', 'Simenon', '3088571000', 'Merry', 29);"
536;Alidia;Germon;5344005069;Logan;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (536, 'Alidia', 'Germon', '5344005069', 'Logan', 50);"
537;Scottie;Comport;4608709335;Continental;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (537, 'Scottie', 'Comport', '4608709335', 'Continental', 31);"
538;Kennith;Dodgson;2547766072;Sunbrook;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (538, 'Kennith', 'Dodgson', '2547766072', 'Sunbrook', 43);"
539;Perrine;Moss;4103013757;Brown;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (539, 'Perrine', 'Moss', '4103013757', 'Brown', 30);"
540;Augy;Hanson;1174110524;Artisan;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (540, 'Augy', 'Hanson', '1174110524', 'Artisan', 28);"
541;Michal;Alston;8927484676;Bonner;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (541, 'Michal', 'Alston', '8927484676', 'Bonner', 56);"
542;Jenine;Greatbach;9246555614;4th;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (542, 'Jenine', 'Greatbach', '9246555614', '4th', 31);"
543;Corbin;Rounsefell;1317561262;Russell;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (543, 'Corbin', 'Rounsefell', '1317561262', 'Russell', 54);"
544;Loree;Wavish;9096081856;Menomonie;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (544, 'Loree', 'Wavish', '9096081856', 'Menomonie', 58);"
545;Maryellen;Fiander;8355222227;Sheridan;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (545, 'Maryellen', 'Fiander', '8355222227', 'Sheridan', 70);"
546;Ulrich;Ewebank;3672895711;Sloan;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (546, 'Ulrich', 'Ewebank', '3672895711', 'Sloan', 66);"
547;Murray;Soitoux;8133268093;Merchant;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (547, 'Murray', 'Soitoux', '8133268093', 'Merchant', 41);"
548;Ozzie;Dmisek;8972528748;New Castle;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (548, 'Ozzie', 'Dmisek', '8972528748', 'New Castle', 38);"
549;Bob;Blazic;6536809855;Monument;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (549, 'Bob', 'Blazic', '6536809855', 'Monument', 40);"
550;Marv;Padwick;2135353323;Straubel;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (550, 'Marv', 'Padwick', '2135353323', 'Straubel', 21);"
551;August;Yakebovich;8185159716;Darwin;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (551, 'August', 'Yakebovich', '8185159716', 'Darwin', 21);"
552;Anatollo;Simonetto;1764887696;Superior;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (552, 'Anatollo', 'Simonetto', '1764887696', 'Superior', 20);"
553;Andros;Varran;8335417128;Butternut;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (553, 'Andros', 'Varran', '8335417128', 'Butternut', 55);"
554;Tabitha;Gofforth;7827191759;Eagan;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (554, 'Tabitha', 'Gofforth', '7827191759', 'Eagan', 24);"
555;Elana;Hune;8448234045;Debs;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (555, 'Elana', 'Hune', '8448234045', 'Debs', 31);"
556;Dino;Durnin;3268401040;Goodland;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (556, 'Dino', 'Durnin', '3268401040', 'Goodland', 39);"
557;Lin;Gilpin;4943975270;Del Sol;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (557, 'Lin', 'Gilpin', '4943975270', 'Del Sol', 26);"
558;Witty;Birkett;1203357334;1st;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (558, 'Witty', 'Birkett', '1203357334', '1st', 23);"
559;Charlotta;Heball;2917406589;Dayton;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (559, 'Charlotta', 'Heball', '2917406589', 'Dayton', 22);"
560;Corie;Jerzyk;9378772275;Lien;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (560, 'Corie', 'Jerzyk', '9378772275', 'Lien', 60);"
561;Oliy;Mary;5281172416;Esker;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (561, 'Oliy', 'Mary', '5281172416', 'Esker', 57);"
562;Paige;Brigstock;5242489120;Lawn;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (562, 'Paige', 'Brigstock', '5242489120', 'Lawn', 35);"
563;Julie;Durak;1052465334;Jana;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (563, 'Julie', 'Durak', '1052465334', 'Jana', 38);"
564;Sherye;Ginnety;6011717887;Gina;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (564, 'Sherye', 'Ginnety', '6011717887', 'Gina', 50);"
565;Esteban;Rozier;7118141006;Grasskamp;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (565, 'Esteban', 'Rozier', '7118141006', 'Grasskamp', 33);"
566;Osbourn;Arrandale;6919205148;Memorial;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (566, 'Osbourn', 'Arrandale', '6919205148', 'Memorial', 36);"
567;Hubey;Huegett;8994896425;Merrick;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (567, 'Hubey', 'Huegett', '8994896425', 'Merrick', 29);"
568;Ruddy;Sant;4093787098;Huxley;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (568, 'Ruddy', 'Sant', '4093787098', 'Huxley', 20);"
569;Guinna;Boycott;4234477482;Duke;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (569, 'Guinna', 'Boycott', '4234477482', 'Duke', 18);"
570;Samara;Sheridan;7059080752;Petterle;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (570, 'Samara', 'Sheridan', '7059080752', 'Petterle', 68);"
571;Chelsie;Quarlis;7131104100;Grover;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (571, 'Chelsie', 'Quarlis', '7131104100', 'Grover', 31);"
572;Baldwin;oldey;5595892201;Bunting;53;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (572, 'Baldwin', 'oldey', '5595892201', 'Bunting', 53);"
573;Audre;Shallo;6205978097;Victoria;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (573, 'Audre', 'Shallo', '6205978097', 'Victoria', 23);"
574;Lek;Bisiker;9609437215;Annamark;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (574, 'Lek', 'Bisiker', '9609437215', 'Annamark', 33);"
575;Aaren;Manueau;4154173259;Old Shore;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (575, 'Aaren', 'Manueau', '4154173259', 'Old Shore', 32);"
576;Roi;Dartan;8742807250;Monica;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (576, 'Roi', 'Dartan', '8742807250', 'Monica', 31);"
577;Karl;Caine;3287319764;Green;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (577, 'Karl', 'Caine', '3287319764', 'Green', 69);"
578;Bartolemo;Skuce;8477552684;Bluejay;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (578, 'Bartolemo', 'Skuce', '8477552684', 'Bluejay', 60);"
579;Raychel;Fleischmann;3159776050;Sage;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (579, 'Raychel', 'Fleischmann', '3159776050', 'Sage', 69);"
580;Glad;Swinn;4781746455;Monument;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (580, 'Glad', 'Swinn', '4781746455', 'Monument', 50);"
581;Tristan;Cargill;1973093868;Killdeer;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (581, 'Tristan', 'Cargill', '1973093868', 'Killdeer', 38);"
582;Bert;Brolan;5975195902;Summer Ridge;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (582, 'Bert', 'Brolan', '5975195902', 'Summer Ridge', 43);"
583;Broddie;Syres;7171811791;Arizona;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (583, 'Broddie', 'Syres', '7171811791', 'Arizona', 23);"
584;Kim;Nicholls;3625866574;Springs;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (584, 'Kim', 'Nicholls', '3625866574', 'Springs', 35);"
585;Eadie;Metheringham;3346488505;Walton;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (585, 'Eadie', 'Metheringham', '3346488505', 'Walton', 55);"
586;Adlai;D Ambrogio;4357198865;Straubel;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (586, 'Adlai', 'D Ambrogio', '4357198865', 'Straubel', 42);"
587;Hilarius;Gorioli;7889056715;Miller;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (587, 'Hilarius', 'Gorioli', '7889056715', 'Miller', 43);"
588;Gayle;Finicj;5878954223;Kennedy;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (588, 'Gayle', 'Finicj', '5878954223', 'Kennedy', 41);"
589;Simonne;Harvatt;2465229993;Sauthoff;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (589, 'Simonne', 'Harvatt', '2465229993', 'Sauthoff', 21);"
590;Milty;Bowen;1643201069;Alpine;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (590, 'Milty', 'Bowen', '1643201069', 'Alpine', 33);"
591;Arleta;Paradine;9916588240;Jenifer;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (591, 'Arleta', 'Paradine', '9916588240', 'Jenifer', 60);"
592;Palmer;Newcomen;5171227803;Eggendart;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (592, 'Palmer', 'Newcomen', '5171227803', 'Eggendart', 31);"
593;Jacquelin;Smallwood;9493938318;Jenifer;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (593, 'Jacquelin', 'Smallwood', '9493938318', 'Jenifer', 45);"
594;Gale;Teffrey;1098994936;Delladonna;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (594, 'Gale', 'Teffrey', '1098994936', 'Delladonna', 25);"
595;Novelia;Celez;6662880462;Forster;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (595, 'Novelia', 'Celez', '6662880462', 'Forster', 64);"
596;Panchito;Strangward;7467728414;Northland;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (596, 'Panchito', 'Strangward', '7467728414', 'Northland', 46);"
597;Lianne;Mervyn;9749828278;Ludington;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (597, 'Lianne', 'Mervyn', '9749828278', 'Ludington', 29);"
598;Brittan;Puckey;8143564897;Saint Paul;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (598, 'Brittan', 'Puckey', '8143564897', 'Saint Paul', 25);"
599;Lizzie;Frounks;4539634516;Gulseth;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (599, 'Lizzie', 'Frounks', '4539634516', 'Gulseth', 54);"
600;Shalne;Maryon;6074274366;Blue Bill Park;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (600, 'Shalne', 'Maryon', '6074274366', 'Blue Bill Park', 32);"
601;Tremayne;Vlahos;2308996560;Eagan;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (601, 'Tremayne', 'Vlahos', '2308996560', 'Eagan', 36);"
602;Rayner;Ortmann;8648247795;Spaight;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (602, 'Rayner', 'Ortmann', '8648247795', 'Spaight', 54);"
603;Wynn;Eyden;2961287338;Bobwhite;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (603, 'Wynn', 'Eyden', '2961287338', 'Bobwhite', 48);"
604;Early;Gayton;6544269317;Steensland;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (604, 'Early', 'Gayton', '6544269317', 'Steensland', 34);"
605;Des;Rickell;8474398281;Mcbride;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (605, 'Des', 'Rickell', '8474398281', 'Mcbride', 49);"
606;Odell;Berwick;5689493073;Wayridge;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (606, 'Odell', 'Berwick', '5689493073', 'Wayridge', 18);"
607;Yolanda;Blowfield;3848506533;Tennyson;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (607, 'Yolanda', 'Blowfield', '3848506533', 'Tennyson', 65);"
608;Hugo;Giorgeschi;4337495869;Anderson;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (608, 'Hugo', 'Giorgeschi', '4337495869', 'Anderson', 18);"
609;Florella;Boutcher;2562629221;Grayhawk;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (609, 'Florella', 'Boutcher', '2562629221', 'Grayhawk', 61);"
610;Jilly;Hardwich;6275895733;Anzinger;53;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (610, 'Jilly', 'Hardwich', '6275895733', 'Anzinger', 53);"
611;Angie;Playfoot;4505786155;Kinsman;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (611, 'Angie', 'Playfoot', '4505786155', 'Kinsman', 18);"
612;Joanna;Waryk;3813744993;Bultman;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (612, 'Joanna', 'Waryk', '3813744993', 'Bultman', 68);"
613;Meredithe;Harvett;4376686824;Forest;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (613, 'Meredithe', 'Harvett', '4376686824', 'Forest', 33);"
614;Leandra;Vasilmanov;4589846824;Hoard;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (614, 'Leandra', 'Vasilmanov', '4589846824', 'Hoard', 64);"
615;Reid;Labrow;8011022033;Florence;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (615, 'Reid', 'Labrow', '8011022033', 'Florence', 65);"
616;Cesare;Wickman;6415861730;Tennessee;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (616, 'Cesare', 'Wickman', '6415861730', 'Tennessee', 52);"
617;Horton;Derham;8313266021;Summer Ridge;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (617, 'Horton', 'Derham', '8313266021', 'Summer Ridge', 24);"
618;Dominik;Brooking;1978849510;Muir;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (618, 'Dominik', 'Brooking', '1978849510', 'Muir', 46);"
619;Trevor;Hannigan;2028705463;Browning;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (619, 'Trevor', 'Hannigan', '2028705463', 'Browning', 34);"
620;Judie;Blackshaw;6571473418;Anniversary;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (620, 'Judie', 'Blackshaw', '6571473418', 'Anniversary', 27);"
621;Briano;Hacquard;9702967167;Messerschmidt;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (621, 'Briano', 'Hacquard', '9702967167', 'Messerschmidt', 59);"
622;Bryan;Douche;2205520945;Crowley;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (622, 'Bryan', 'Douche', '2205520945', 'Crowley', 26);"
623;Chevy;Font;1931923180;Mccormick;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (623, 'Chevy', 'Font', '1931923180', 'Mccormick', 23);"
624;Cory;Tills;7656535887;Towne;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (624, 'Cory', 'Tills', '7656535887', 'Towne', 41);"
625;Chance;Lansdown;8798509370;Delaware;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (625, 'Chance', 'Lansdown', '8798509370', 'Delaware', 19);"
626;Arnold;Waghorn;4476097881;Golf View;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (626, 'Arnold', 'Waghorn', '4476097881', 'Golf View', 49);"
627;Dalenna;Arran;4428940769;Corben;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (627, 'Dalenna', 'Arran', '4428940769', 'Corben', 56);"
628;Ronnie;MacDiarmond;4157518488;Dovetail;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (628, 'Ronnie', 'MacDiarmond', '4157518488', 'Dovetail', 33);"
629;Mellisa;Mailey;9222914166;Knutson;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (629, 'Mellisa', 'Mailey', '9222914166', 'Knutson', 19);"
630;Frazer;Langtry;5976038095;Toban;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (630, 'Frazer', 'Langtry', '5976038095', 'Toban', 63);"
631;Annora;Mingasson;5941500379;Victoria;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (631, 'Annora', 'Mingasson', '5941500379', 'Victoria', 47);"
632;Gabriel;Bending;4723139300;Upham;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (632, 'Gabriel', 'Bending', '4723139300', 'Upham', 61);"
633;Stephannie;Nurse;3119662006;Weeping Birch;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (633, 'Stephannie', 'Nurse', '3119662006', 'Weeping Birch', 38);"
